title,keywords,everything,topic,authors,journal,links
circadian rhythms and locomotor activity of smolts of the european river lamprey lampetra fluviatilis (l.).,,circadian rhythms and locomotor activity of smolts of the european river lamprey lampetra fluviatilis (l.).,COMPARATIVE,"Zvezdin AO, Pavlov DS, Kucheryavyy AV, Tsimbalov IA,","*Doklady biological sciences : proceedings of the Academy of Sciences of the USSR, Biological sciences sections*",* [Circadian Rhythms and Locomotor Activity of Smolts of the European River Lamprey Lampetra fluviatilis (L.).](https://www.ncbi.nlm.nih.gov/pubmed/31016498)
behavioural and biochemical parameters in guppy (poecilia vivipara) following exposure to waterborne zinc in salt or hard water.,environmental risk estuarine fish hardness ibr metal salinity,behavioural and biochemical parameters in guppy (poecilia vivipara) following exposure to waterborne zinc in salt or hard water.,COMPARATIVE,"Leitemperger J, Müller TE, Cerezer C, Marins AT, de Moura LK, Loro VL,",*Molecular biology reports*,* [Behavioural and biochemical parameters in guppy (Poecilia vivipara) following exposure to waterborne zinc in salt or hard water.](https://www.ncbi.nlm.nih.gov/pubmed/31016615)
a biomechanically derived minimum work model of the fish gill lamellar system exhibits its exquisite morphological arrangement and perfusate regulation for oxygen uptake from water.,aquatic respiration fish gill lamellar system oxygen consumption oxygen uptake rainbow trout,a biomechanically derived minimum work model of the fish gill lamellar system exhibits its exquisite morphological arrangement and perfusate regulation for oxygen uptake from water.,COMPARATIVE,"Kamiya A, Yamamoto K,",*Journal of biomechanics*,* [A biomechanically derived minimum work model of the fish gill lamellar system exhibits its exquisite morphological arrangement and perfusate regulation for oxygen uptake from water.](https://www.ncbi.nlm.nih.gov/pubmed/31023485)
evidence for consistent individual differences in rat sensitivity to carbon dioxide.,,evidence for consistent individual differences in rat sensitivity to carbon dioxide.,COMPARATIVE,"Améndola L, Weary DM,",*PloS one*,* [Evidence for consistent individual differences in rat sensitivity to carbon dioxide.](https://www.ncbi.nlm.nih.gov/pubmed/31017958)
 drosophila temperature preference rhythms: an innovative model to understand body temperature rhythms.,calcitonin receptor calcr dh31 dh31r drosophila pdf pdfr body temperature rhythms circadian rhythms locomotor activity rhythms, drosophila temperature preference rhythms: an innovative model to understand body temperature rhythms.,COMPARATIVE,"Goda T, Hamada FN,",*International journal of molecular sciences*,* [<i>Drosophila</i> Temperature Preference Rhythms: An Innovative Model to Understand Body Temperature Rhythms.](https://www.ncbi.nlm.nih.gov/pubmed/31018551)
the marine mammal class ii major histocompatibility complex organization.,mhc cetaceans genomics immunogenetics manatee marine mammals molecular evolution pinnipeds,the marine mammal class ii major histocompatibility complex organization.,COMPARATIVE,"de Sá ALA, Breaux B, Burlamaqui TCT, Deiss TC, Sena L, Criscitiello MF, Schneider MPC,",*Frontiers in immunology*,* [The Marine Mammal Class II Major Histocompatibility Complex Organization.](https://www.ncbi.nlm.nih.gov/pubmed/31019512)
channel catfish use higher coordination to capture prey than to swallow.,x-ray reconstruction of moving morphology animal motion biomechanics motion integration motor control,channel catfish use higher coordination to capture prey than to swallow.,COMPARATIVE,"Olsen AM, Hernández LP, Camp AL, Brainerd EL,",*Proceedings. Biological sciences*,* [Channel catfish use higher coordination to capture prey than to swallow.](https://www.ncbi.nlm.nih.gov/pubmed/30991933)
habitat use and vestibular system's dimensions in lacertid lizards.,allometry bony labyrinth inner ear locomotion manoeuvrability size constraint,habitat use and vestibular system's dimensions in lacertid lizards.,COMPARATIVE,"Vasilopoulou-Kampitsi M, Goyens J, Baeckens S, Van Damme R, Aerts P,",*Journal of anatomy*,* [Habitat use and vestibular system's dimensions in lacertid lizards.](https://www.ncbi.nlm.nih.gov/pubmed/30993713)
experimentally enhanced performance decreases survival in nature.,exercise response life history performance selection trade-offs,experimentally enhanced performance decreases survival in nature.,COMPARATIVE,"Husak JF, Lailvaux SP,",*Biology letters*,* [Experimentally enhanced performance decreases survival in nature.](https://www.ncbi.nlm.nih.gov/pubmed/30991916)
skeletal muscles of hibernating black bears show minimal atrophy and phenotype shifting despite prolonged physical inactivity and starvation.,,skeletal muscles of hibernating black bears show minimal atrophy and phenotype shifting despite prolonged physical inactivity and starvation.,COMPARATIVE,"Miyazaki M, Shimozuru M, Tsubota T,",*PloS one*,* [Skeletal muscles of hibernating black bears show minimal atrophy and phenotype shifting despite prolonged physical inactivity and starvation.](https://www.ncbi.nlm.nih.gov/pubmed/30998788)
2019 ejtm special on muscle fascia.,connective tissue epimysium fascia motor coordination proprioception,2019 ejtm special on muscle fascia.,COMPARATIVE,"Stecco C, Caro R,",*European journal of translational myology*,* [2019 Ejtm Special on Muscle Fascia.](https://www.ncbi.nlm.nih.gov/pubmed/31019664)
a kinematic model of stick-insect walking.,intra- and interleg coordination motor control multi-legged locomotion neuromechanical model,a kinematic model of stick-insect walking.,COMPARATIVE,"Tóth TI, Daun S,",*Physiological reports*,* [A kinematic model of stick-insect walking.](https://www.ncbi.nlm.nih.gov/pubmed/31033245)
long-term video tracking of cohoused aquatic animals: a case study of the daily locomotor activity of the norway lobster (nephrops norvegicus).,,long-term video tracking of cohoused aquatic animals: a case study of the daily locomotor activity of the norway lobster (nephrops norvegicus).,COMPARATIVE,"Garcia JA, Sbragaglia V, Masip D, Aguzzi J,",*Journal of visualized experiments : JoVE*,* [Long-term Video Tracking of Cohoused Aquatic Animals: A Case Study of the Daily Locomotor Activity of the Norway Lobster (Nephrops norvegicus).](https://www.ncbi.nlm.nih.gov/pubmed/31009003)
"short and long-term effects of bisphenol s (bps) exposure during pregnancy and lactation on plasma lipids, hormones, and behavior in rats.",breastfeeding developmental plasticity gestation hormones,"short and long-term effects of bisphenol s (bps) exposure during pregnancy and lactation on plasma lipids, hormones, and behavior in rats.",COMPARATIVE,"da Silva BS, Pietrobon CB, Bertasso IM, Lopes BP, Carvalho JC, Peixoto-Silva N, Santos TR, Claudio-Neto S, Manhães AC, Oliveira E, de Moura EG, Lisboa PC,","*Environmental pollution (Barking, Essex : 1987)*","* [Short and long-term effects of bisphenol S (BPS) exposure during pregnancy and lactation on plasma lipids, hormones, and behavior in rats.](https://www.ncbi.nlm.nih.gov/pubmed/31003143)"
functional performance of turtle humerus shape across an ecological adaptive landscape.,cryptodira finite element analysis functional morphology geometric morphometrics locomotion,functional performance of turtle humerus shape across an ecological adaptive landscape.,COMPARATIVE,"Dickson BV, Pierce SE,",*Evolution; international journal of organic evolution*,* [Functional performance of turtle humerus shape across an ecological adaptive landscape.](https://www.ncbi.nlm.nih.gov/pubmed/31008517)
flipper bone distribution reveals flexible trailing edge in underwater flying marine tetrapods.,flexible trailing edge flipper functional morphology secondarily marine tetrapods,flipper bone distribution reveals flexible trailing edge in underwater flying marine tetrapods.,COMPARATIVE,"DeBlois MC, Motani R,",*Journal of morphology*,* [Flipper bone distribution reveals flexible trailing edge in underwater flying marine tetrapods.](https://www.ncbi.nlm.nih.gov/pubmed/31006912)
"exposure to roundup® affects behaviour, head regeneration and reproduction of the freshwater planarian girardia tigrina.",fecundity feeding girardia tigrina glyphosate-based herbicides locomotion sub-lethal effects,"exposure to roundup® affects behaviour, head regeneration and reproduction of the freshwater planarian girardia tigrina.",COMPARATIVE,"Córdova López AM, Sarmento RA, de Souza Saraiva A, Pereira RR, Soares AMVM, Pestana JLT,",*The Science of the total environment*,"* [Exposure to Roundup® affects behaviour, head regeneration and reproduction of the freshwater planarian Girardia tigrina.](https://www.ncbi.nlm.nih.gov/pubmed/31030151)"
marsupialization of a dentigerous cyst followed by orthodontic traction of two retained teeth: a case report.,dents incluses dents non évoluées follicular cyst impacted teeth kyste folliculaire marsupialisation marsupialization orthodontics orthodontie unerupted teeth,marsupialization of a dentigerous cyst followed by orthodontic traction of two retained teeth: a case report.,DENTAL/ORAL/FACIAL,"Maltoni I, Maltoni M, Santucci G, Ramina F, Lombardo L, Siciliani G,",*International orthodontics*,* [Marsupialization of a dentigerous cyst followed by orthodontic traction of two retained teeth: A case report.](https://www.ncbi.nlm.nih.gov/pubmed/31023587)
treatment of mandibular angle fracture: revision of the basic principles.,fracture mandibular angle osteosynthesis,treatment of mandibular angle fracture: revision of the basic principles.,DENTAL/ORAL/FACIAL,"Bohluli B, Mohammadi E, Oskui IZ, Moaramnejad N,",*Chinese journal of traumatology = Zhonghua chuang shang za zhi*,* [Treatment of mandibular angle fracture: Revision of the basic principles.](https://www.ncbi.nlm.nih.gov/pubmed/31003853)
adhesive elastocapillary force on a cantilever beam.,,adhesive elastocapillary force on a cantilever beam.,DENTAL/ORAL/FACIAL,"Gilet T, Gernay SM, Aquilante L, Mastrangeli M, Lambert P,",*Soft matter*,* [Adhesive elastocapillary force on a cantilever beam.](https://www.ncbi.nlm.nih.gov/pubmed/31032506)
orthodontic management of a complete and an incomplete maxillary canine-first premolar transposition.,bilateral transposition cone-beam computed tomography (cbct) ectopic tooth eruption mx.c.1p orthodontic biomechanics,orthodontic management of a complete and an incomplete maxillary canine-first premolar transposition.,DENTAL/ORAL/FACIAL,"Lorente C, Lorente P, Perez-Vela M, Esquinas C, Lorente T,",*The Angle orthodontist*,* [Orthodontic management of a complete and an incomplete maxillary canine-first premolar transposition.](https://www.ncbi.nlm.nih.gov/pubmed/31013130)
three-dimensional finite element analysis to evaluate biomechanical effects of different alveolar decortication approaches on rate of canine retraction.,analyse des éléments finis canine displacement corticotomie corticotomy déplacement canine finite element analysis stress,three-dimensional finite element analysis to evaluate biomechanical effects of different alveolar decortication approaches on rate of canine retraction.,DENTAL/ORAL/FACIAL,"Gupta S, Ahuja S, Bhambri E, Jaura BS, Ahuja V,",*International orthodontics*,* [Three-dimensional finite element analysis to evaluate biomechanical effects of different alveolar decortication approaches on rate of canine retraction.](https://www.ncbi.nlm.nih.gov/pubmed/31000446)
biomechanical performance of cranial implants with different thicknesses and material properties: a finite element study.,3d printing cranioplasty finite element method mechanical properties skull implant,biomechanical performance of cranial implants with different thicknesses and material properties: a finite element study.,DENTAL/ORAL/FACIAL,"Marcián P, Narra N, Borák L, Chamrad J, Wolff J,",*Computers in biology and medicine*,* [Biomechanical performance of cranial implants with different thicknesses and material properties: A finite element study.](https://www.ncbi.nlm.nih.gov/pubmed/31035070)
a 3d finite element analysis of glass fiber reinforcement designs on the stress of an implant-supported overdenture.,,a 3d finite element analysis of glass fiber reinforcement designs on the stress of an implant-supported overdenture.,DENTAL/ORAL/FACIAL,"Berger G, Pereira LFO, Souza EM, Rached RN,",*The Journal of prosthetic dentistry*,* [A 3D finite element analysis of glass fiber reinforcement designs on the stress of an implant-supported overdenture.](https://www.ncbi.nlm.nih.gov/pubmed/31010592)
depressed female cynomolgus monkeys (macaca fascicularis) display a higher second-to-fourth (2d:4d) digit ratio.,cynomolgus monkey digit ratio finger length major depressive disorder,depressed female cynomolgus monkeys (macaca fascicularis) display a higher second-to-fourth (2d:4d) digit ratio.,EVOLUTION/ANTHROPOLOGY,"Li W, Luo LY, Yang X, He Y, Lian B, Qu CH, Wu QY, Zhang JG, Xie P,",*Zoological research*,* [Depressed female cynomolgus monkeys (Macaca fascicularis) display a higher second-to-fourth (2D:4D) digit ratio.](https://www.ncbi.nlm.nih.gov/pubmed/31011132)
locomotory adaptations in entoptychine gophers (rodentia: geomyidae) and the mosaic evolution of fossoriality.,castoridae heteromyidae burrowing ecomorphology functional morphology resource partitioning,locomotory adaptations in entoptychine gophers (rodentia: geomyidae) and the mosaic evolution of fossoriality.,EVOLUTION/ANTHROPOLOGY,"Calede JJM, Samuels JX, Chen M,",*Journal of morphology*,* [Locomotory adaptations in entoptychine gophers (Rodentia: Geomyidae) and the mosaic evolution of fossoriality.](https://www.ncbi.nlm.nih.gov/pubmed/31006903)
