title,keywords,everything,topic,authors,journal,links
"fish exposed to water contaminated with eprinomectin show inhibition of the activities of ache and na<sup>+</sup>/k<sup>+</sup>-atpase in the brain, and changes in natural behavior.",antiparasitic aquatic organisms brain damage contaminant locomotor alterations,"fish exposed to water contaminated with eprinomectin show inhibition of the activities of ache and na<sup>+</sup>/k<sup>+</sup>-atpase in the brain, and changes in natural behavior.",COMPARATIVE,"Serafini S, de Freitas Souza C, Baldissera MD, Baldisserotto B, Segat JC, Baretta D, Zanella R, Schafer da Silva A,",*Chemosphere*,"* [Fish exposed to water contaminated with eprinomectin show inhibition of the activities of AChE and Na<sup>+</sup>/K<sup>+</sup>-ATPase in the brain, and changes in natural behavior.](https://www.ncbi.nlm.nih.gov/pubmed/30772591)"
effective mechanical advantage allometry of felid elbow and knee extensors.,biomechanics locomotion quadriceps scaling triceps brachii,effective mechanical advantage allometry of felid elbow and knee extensors.,COMPARATIVE,"Harper CM, Sylvester AD,","*Anatomical record (Hoboken, N.J. : 2007)*",* [Effective Mechanical Advantage Allometry of Felid Elbow and Knee Extensors.](https://www.ncbi.nlm.nih.gov/pubmed/30312539)
circadian rhythms and locomotor activity of smolts of the european river lamprey lampetra fluviatilis (l.).,,circadian rhythms and locomotor activity of smolts of the european river lamprey lampetra fluviatilis (l.).,COMPARATIVE,"Zvezdin AO, Pavlov DS, Kucheryavyy AV, Tsimbalov IA,","*Doklady biological sciences : proceedings of the Academy of Sciences of the USSR, Biological sciences sections*",* [Circadian Rhythms and Locomotor Activity of Smolts of the European River Lamprey Lampetra fluviatilis (L.).](https://www.ncbi.nlm.nih.gov/pubmed/31016498)
adverse effects of p-tsa-doped polypyrrole particulate exposure during zebrafish (danio rerio) development.,behavior nanomaterials nanotoxicity ppy ppy/p-tsa zebrafish development,adverse effects of p-tsa-doped polypyrrole particulate exposure during zebrafish (danio rerio) development.,COMPARATIVE,"Costa KM, Pereira TCB, Valente CA, Pissinate K, Soares JC, Cruz FF, Corte TWF, Machado P, Basso NRS, Bogo MR,","*Colloids and surfaces. B, Biointerfaces*",* [Adverse effects of p-TSA-doped polypyrrole particulate exposure during zebrafish (Danio rerio) development.](https://www.ncbi.nlm.nih.gov/pubmed/30711760)
defense by exploitation in negev gerbils.,gerbils movement optimal foraging patch depletion,defense by exploitation in negev gerbils.,COMPARATIVE,"Menezes JFS, Kotler BP, Dixon AK,",*Behavioural processes*,* [Defense by exploitation in Negev gerbils.](https://www.ncbi.nlm.nih.gov/pubmed/30716385)
a ketogenic diet diminishes behavioral responses to cocaine in young adult male and female rats.,addiction adenosine behavioral sensitization dopamine ketone locomotion rearing stereotypy,a ketogenic diet diminishes behavioral responses to cocaine in young adult male and female rats.,COMPARATIVE,"Martinez LA, Lees ME, Ruskin DN, Masino SA,",*Neuropharmacology*,* [A ketogenic diet diminishes behavioral responses to cocaine in young adult male and female rats.](https://www.ncbi.nlm.nih.gov/pubmed/30731137)
transcriptomic analysis of the life-extending effect exerted by black rice anthocyanin extract in d. melanogaster through regulation of aging pathways.,black rice anthocyanin extract fruit fly lifespan rna-seq,transcriptomic analysis of the life-extending effect exerted by black rice anthocyanin extract in d. melanogaster through regulation of aging pathways.,COMPARATIVE,"Li X, Zhang Z, Zhang X, Cheng J, Liu D, Yan Y, Wang H,",*Experimental gerontology*,* [Transcriptomic analysis of the life-extending effect exerted by black rice anthocyanin extract in D. melanogaster through regulation of aging pathways.](https://www.ncbi.nlm.nih.gov/pubmed/30682390)
the effects of cinnamaldehyde on acute or chronic stress-induced anxiety-related behavior and locomotion in male mice.,cinnamaldehyde acute stress anxiety chronic stress locomotion mice,the effects of cinnamaldehyde on acute or chronic stress-induced anxiety-related behavior and locomotion in male mice.,COMPARATIVE,"Etaee F, Komaki A, Faraji N, Rezvani-Kamran A, Komaki S, Hasanein P, Taheri M, Omidi G,","*Stress (Amsterdam, Netherlands)*",* [The effects of cinnamaldehyde on acute or chronic stress-induced anxiety-related behavior and locomotion in male mice.](https://www.ncbi.nlm.nih.gov/pubmed/30806129)
three-dimensional ct observation of position and movability of the scapula in the horse using carcasses of falabella.,ct falabella horse ribcage scapula,three-dimensional ct observation of position and movability of the scapula in the horse using carcasses of falabella.,COMPARATIVE,"Endo H, Nguyen ST, Yoshida M, Kudo K,","*Anatomia, histologia, embryologia*",* [Three-dimensional CT observation of position and movability of the scapula in the horse using carcasses of Falabella.](https://www.ncbi.nlm.nih.gov/pubmed/30695818)
effects of 50 hz magnetic fields on circadian rhythm control in mice.,elf animals behavior biological clock clock genes,effects of 50 hz magnetic fields on circadian rhythm control in mice.,COMPARATIVE,"Lundberg L, Sienkiewicz Z, Anthony DC, Broom KA,",*Bioelectromagnetics*,* [Effects of 50 Hz magnetic fields on circadian rhythm control in mice.](https://www.ncbi.nlm.nih.gov/pubmed/30945762)
the body center of mass in primates: is it more caudal than in other quadrupedal mammals?,centre of mass locomotor evolution morphotype primates,the body center of mass in primates: is it more caudal than in other quadrupedal mammals?,COMPARATIVE,"Druelle F, Berthet M, Quintard B,",*American journal of physical anthropology*,* [The body center of mass in primates: Is it more caudal than in other quadrupedal mammals?](https://www.ncbi.nlm.nih.gov/pubmed/30839107)
neurotoxic effects of sublethal concentrations of cyanobacterial extract containing anatoxin-a(s) on nauphoeta cinerea cockroaches.,anatoxin-a(s) anticholinesterase activity central nervous system neurotoxicity neuromuscular blockade organophosphate compounds trichlorfon,neurotoxic effects of sublethal concentrations of cyanobacterial extract containing anatoxin-a(s) on nauphoeta cinerea cockroaches.,COMPARATIVE,"Dos Santos DS, Rosa ME, Zanatta AP, Oliveira RS, de Almeida CGM, Leal AP, Sanz M, Fernandes KA, de Souza VQ, de Assis DR, Pinto E, Belo CAD,",*Ecotoxicology and environmental safety*,* [Neurotoxic effects of sublethal concentrations of cyanobacterial extract containing anatoxin-a(s) on Nauphoeta cinerea cockroaches.](https://www.ncbi.nlm.nih.gov/pubmed/30599431)
optical toxicity of triphenyl phosphate in zebrafish larvae.,opsin optical toxicity retina triphenyl phosphate zebrafish,optical toxicity of triphenyl phosphate in zebrafish larvae.,COMPARATIVE,"Shi Q, Wang Z, Chen L, Fu J, Han J, Hu B, Zhou B,","*Aquatic toxicology (Amsterdam, Netherlands)*",* [Optical toxicity of triphenyl phosphate in zebrafish larvae.](https://www.ncbi.nlm.nih.gov/pubmed/30851488)
pharmacological characterization of the 5-ht1a receptor of bombyx mori and its role in locomotion.,5-ht1a receptor locomotion pharmacology serotonin silkworm,pharmacological characterization of the 5-ht1a receptor of bombyx mori and its role in locomotion.,COMPARATIVE,"Xiong R, Zhao W, Chen X, Li T, Li H, Li Y, Shen W, Chen P,","*Comparative biochemistry and physiology. Part A, Molecular & integrative physiology*",* [Pharmacological characterization of the 5-HT1A receptor of Bombyx mori and its role in locomotion.](https://www.ncbi.nlm.nih.gov/pubmed/30690153)
metabolic and functional impacts of hypoxia vary with size in atlantic salmon.,aquaculture cortisol critical swimming speed lactate metabolic scaling oxygen salmo salar stress swim tunnel respirometry,metabolic and functional impacts of hypoxia vary with size in atlantic salmon.,COMPARATIVE,"Oldham T, Nowak B, Hvas M, Oppedal F,","*Comparative biochemistry and physiology. Part A, Molecular & integrative physiology*",* [Metabolic and functional impacts of hypoxia vary with size in Atlantic salmon.](https://www.ncbi.nlm.nih.gov/pubmed/30690152)
anatomy transformed.,anatomical accuracy art & anatomy transformation,anatomy transformed.,COMPARATIVE,"Lee TC, Molnár Z, Stein A, O'Dea M, Kokaram A, Simms CK,",*Journal of anatomy*,* [Anatomy transformed.](https://www.ncbi.nlm.nih.gov/pubmed/30856275)
the anatomy and histochemistry of flight hindlimb posture in birds. ii. the flexed hindlimb posture of perching birds.,birds flight hindlimb immunohistochemistry myology posture,the anatomy and histochemistry of flight hindlimb posture in birds. ii. the flexed hindlimb posture of perching birds.,COMPARATIVE,"Walker AM, Meyers RA,",*Journal of anatomy*,* [The anatomy and histochemistry of flight hindlimb posture in birds. II. The flexed hindlimb posture of perching birds.](https://www.ncbi.nlm.nih.gov/pubmed/30860607)
toxic effects of oxine-copper on development and behavior in the embryo-larval stages of zebrafish.,developmental defect oxidative stress oxine-copper zebrafish,toxic effects of oxine-copper on development and behavior in the embryo-larval stages of zebrafish.,COMPARATIVE,"Wang H, Zhou L, Liao X, Meng Z, Xiao J, Li F, Zhang S, Cao Z, Lu H,","*Aquatic toxicology (Amsterdam, Netherlands)*",* [Toxic effects of oxine-copper on development and behavior in the embryo-larval stages of zebrafish.](https://www.ncbi.nlm.nih.gov/pubmed/30878792)
joint angular excursions during cyclical behaviors differ between tetrapod feeding and locomotor systems.,chewing cyclic behavior joint-angle excursion locomotion phylogenetics,joint angular excursions during cyclical behaviors differ between tetrapod feeding and locomotor systems.,COMPARATIVE,"Granatosky MC, McElroy EJ, Laird MF, Iriarte-Diaz J, Reilly SM, Taylor AB, Ross CF,",*The Journal of experimental biology*,* [Joint angular excursions during cyclical behaviors differ between tetrapod feeding and locomotor systems.](https://www.ncbi.nlm.nih.gov/pubmed/30967515)
'superior biceps aponeurosis'-morphological characteristics of the origin of the short head of the biceps brachii muscle.,anatomical variations biceps brachii superior biceps aponeurosis,'superior biceps aponeurosis'-morphological characteristics of the origin of the short head of the biceps brachii muscle.,COMPARATIVE,"Podgórski M, Olewnik Ł, Rusinek M, Cichosz M, Polguj M, Topol M,",*Annals of anatomy = Anatomischer Anzeiger : official organ of the Anatomische Gesellschaft*,* ['Superior biceps aponeurosis'-Morphological characteristics of the origin of the short head of the biceps brachii muscle.](https://www.ncbi.nlm.nih.gov/pubmed/30797975)
complex interactions between the subject factors of biological sex and prior histories of binge-drinking and unpredictable stress influence behavioral sensitivity to alcohol and alcohol intake.,binge-drinking locomotion righting reflex rotarod sex differences unpredictable chronic mild stress,complex interactions between the subject factors of biological sex and prior histories of binge-drinking and unpredictable stress influence behavioral sensitivity to alcohol and alcohol intake.,COMPARATIVE,"Quadir SG, Guzelian E, Palmer MA, Martin DL, Kim J, Szumlinski KK,",*Physiology & behavior*,* [Complex interactions between the subject factors of biological sex and prior histories of binge-drinking and unpredictable stress influence behavioral sensitivity to alcohol and alcohol intake.](https://www.ncbi.nlm.nih.gov/pubmed/28803118)
cost of transport is a repeatable trait but is not determined by mitochondrial efficiency in zebrafish ( danio rerio).,acclimation allocation trade-off exercise locomotion oxygen consumption temperature,cost of transport is a repeatable trait but is not determined by mitochondrial efficiency in zebrafish ( danio rerio).,COMPARATIVE,"Jahn M, Seebacher F,",*The Journal of experimental biology*,* [Cost of transport is a repeatable trait but is not determined by mitochondrial efficiency in zebrafish (<i>Danio rerio</i>).](https://www.ncbi.nlm.nih.gov/pubmed/30962281)
effects of non-euphoric plant cannabinoids on muscle quality and performance of dystrophic mdx mice.,,effects of non-euphoric plant cannabinoids on muscle quality and performance of dystrophic mdx mice.,COMPARATIVE,"Iannotti FA, Pagano E, Moriello AS, Alvino FG, Sorrentino NC, D'Orsi L, Gazzerro E, Capasso R, De Leonibus E, De Petrocellis L, Di Marzo V,",*British journal of pharmacology*,* [Effects of non-euphoric plant cannabinoids on muscle quality and performance of dystrophic mdx mice.](https://www.ncbi.nlm.nih.gov/pubmed/30074247)
"biomechanical properties of marsh vegetation in space and time: effects of salinity, inundation and seasonality.",biomechanical properties coastal defence inundation salinity season stem breakability stem stiffness wave attenuation,"biomechanical properties of marsh vegetation in space and time: effects of salinity, inundation and seasonality.",COMPARATIVE,"Zhu Z, Yang Z, Bouma TJ,",*Annals of botany*,"* [Biomechanical properties of marsh vegetation in space and time: effects of salinity, inundation and seasonality.](https://www.ncbi.nlm.nih.gov/pubmed/31051030)"
genetically distinct behavioral modules underlie natural variation in thermal performance curves.,caenorhabditis qtl behavior genetics function-valued traits thermal performance,genetically distinct behavioral modules underlie natural variation in thermal performance curves.,COMPARATIVE,"Stegeman GW, Baird SE, Ryu WS, Cutter AD,","*G3 (Bethesda, Md.)*",* [Genetically Distinct Behavioral Modules Underlie Natural Variation in Thermal Performance Curves.](https://www.ncbi.nlm.nih.gov/pubmed/31048400)
entraining effects of variations in light spectral composition on the rest-activity rhythm of a nocturnal rodent.,circadian rhythms led rgb artificial light chronobiology,entraining effects of variations in light spectral composition on the rest-activity rhythm of a nocturnal rodent.,COMPARATIVE,"de Oliveira MAB, Scop M, Abreu ACO, Sanches PRS, Rossi AC, Díez-Noguera A, Calcagnotto ME, Hidalgo MP,",*Chronobiology international*,* [Entraining effects of variations in light spectral composition on the rest-activity rhythm of a nocturnal rodent.](https://www.ncbi.nlm.nih.gov/pubmed/31056973)
fabrication and evaluation of dental fillers using customized molds via 3d printing technology.,3d printing biomechanical behavior simulation customized molds finite element method sustained-release tinidazole dental fillers,fabrication and evaluation of dental fillers using customized molds via 3d printing technology.,DENTAL/ORAL/FACIAL,"Yang Y, Li H, Xu Y, Dong Y, Shan W, Shen J,",*International journal of pharmaceutics*,* [Fabrication and evaluation of dental fillers using customized molds via 3D printing technology.](https://www.ncbi.nlm.nih.gov/pubmed/30878588)
