id,topic,authors,title,journal,year,vol_issue,doi
90,BONE,"['Stemmler, F', 'Simon, D', 'Liphardt, AM', 'Englbrecht, M', 'Rech, J', 'Hueber, AJ', 'Engelke, K', 'Schett, G', 'Kleyer, A']",Biomechanical properties of bone are impaired in patients with acpa-positive rheumatoid arthritis and associated with the occurrence of fractures,Annals Of The Rheumatic Diseases,2018,77:973-980,http://dx.doi.org/10.1136/annrheumdis-2017-212404
91,BONE,"['Illien-Junger, S', 'Palacio-Mancheno, P', 'Kindschuh, WF', 'Chen, X', 'Sroga, GE', 'Vashishth, D', 'Iatridis, JC']",Dietary advanced glycation end products have sex- and age-dependent effects on vertebral bone microstructure and mechanical function in mice,Journal Of Bone And Mineral Research,2018,33:437-448,http://dx.doi.org/10.1002/jbmr.3321
92,BONE,"['Rezaei, A', 'Dragomir-Daescu, D']",Femoral strength changes faster with age than bmd in both women and men: a biomechanical study,Journal Of Bone And Mineral Research,2015,30:2200-2206,http://dx.doi.org/10.1002/jbmr.2572
93,BONE,"['Stunes AK, Westbroek I, Gordeladze JO, Gustafsson BI, Reseland JE and Syversen U']",Systemic leptin administration in supraphysiological doses maintains bone mineral density and mechanical strength despite significant weight loss,Endocrinology,2012,153(5):2245-53,http://dx.doi.org/10.1210/en.2011-1848
94,BONE,"['Ito M, Nakata T, Nishida A and Uetani M']","Age-related changes in bone density, geometry and biomechanical properties of the proximal femur: Ct-based 3d hip structure analysis in normal postmenopausal women",Bone,2011,48(3):627-30,http://dx.doi.org/10.1016/j.bone.2010.11.007
95,BONE,"['Ireland, A', 'Rittweger, J', 'Schonau, E', 'Lamberg-Allardt, C', 'Viljakainen, H']",Time since onset of walking predicts tibial bone strength in early childhood,Bone,2014,68:76-84,http://dx.doi.org/10.1016/j.bone.2014.08.003
96,BONE,"['Wallace, IJ', 'Winchester, JM', 'Su, A', 'Boyer, DM', 'Konow, N']",Physical activity alters limb bone structure but not entheseal morphology,Journal Of Human Evolution,2017,107:14-18,http://dx.doi.org/10.1016/j.jhevol.2017.02.001
97,BONE,"['Fields AJ, Lee GL, Liu XS, Jekir MG, Guo XE and Keaveny TM']",Influence of vertical trabeculae on the compressive strength of the human vertebra,Journal of Bone and Mineral Research,2011,26(2):263-9,http://dx.doi.org/10.1002/jbmr.207
98,BONE,"['Helbig, L', 'Omlor, GW', 'Ivanova, A', 'Guehring, T', 'Sonntag, R', 'Kretzer, JP', 'Minkwitz, S', 'Wildemann, B', 'Schmidmaier, G']",Bone morphogenetic proteins-7 and-2 in the treatment of delayed osseous union secondary to bacterial osteitis in a rat model,Bmc Musculoskeletal Disorders,2018,19:00,http://dx.doi.org/10.1186/s12891-018-2203-7
99,BONE,"['Ersek, A', 'Santo, AIE', 'Vattakuzhi, Y', 'George, S', 'Clark, AR', 'Horwood, NJ']",Strain dependent differences in glucocorticoid-induced bone loss between c57bl/6j and cd-1 mice,Scientific Reports,2016,6:00,http://dx.doi.org/10.1038/srep36513
100,BONE,"['Liu, ZC', 'Chen, GF', 'Liang, P', 'Zhang, JQ', 'Cui, FS', 'Xu, ML']",Biomechanical assessment for healing progression of fractured long bones: numerical investigations of bending stiffness and resonant frequency,International Journal Of Applied Mechanics,2017,9:00,http://dx.doi.org/10.1142/S1758825117500417
101,BONE,"['Huang, ZF', 'Cheng, C', 'Wang, J', 'Wei, H', 'Liu, XZ', 'Yan, XX', 'Zhou, Y', 'Liu, YL', 'Yang, SH']",Surface properties and mc3t3-e1 cell response of cortical bone allografts modified with low-concentration phosphoric acid,Cellular Physiology And Biochemistry,2017,41:1572-1583,http://dx.doi.org/10.1159/000470823
102,BONE,"['Chuah TK, Van Reeth E, Sheah K and Poh CL']",Texture analysis of bone marrow in knee mri for classification of subjects with bone marrow lesion - data from the osteoarthritis initiative,Magnetic Resonance Imaging,2013,31(6):930-8,http://dx.doi.org/10.1016/j.mri.2013.01.014
103,BONE,"['Calvo-Guirado JL, Satorres M, Negri B, Ramirez-Fernandez P, et al']",Biomechanical and histological evaluation of four different titanium implant surface modifications: an experimental study in the rabbit tibia,Clinical Oral Investigations,2014, 18(5): 1495-1505,http://dx.doi.org/10.1007/s00784-013-1120-2
104,BONE,"['Stocchero, M', 'Toia, M', 'Jinno, Y', 'Cecchinato, F', 'Becktor, JP', 'Naito, Y', 'Halldin, A', 'Jimbo, R']","Influence of different drilling preparation on cortical bone: a biomechanical, histological, and micro-ct study on sheep",Clinical Oral Implants Research,2018,29:707-715,http://dx.doi.org/10.1111/clr.13262
105,BONE,"['Ribeiro, DC', 'Pereira, AD', 'da Silva, PCA', 'dos Santos, AD', 'de Santana, FC', 'Boueri, BFD', 'Pessanha, CR', 'de Abreu, MDC', 'Mancini, J', 'da Silva, EM', 'do Nascimento-Saba, CCA', 'da Costa, CAS', 'Boaventura, GT']",Flaxseed flour (linum usitatissinum) consumption improves bone quality and decreases the adipocyte area of lactating rats in the post-weaning period,International Journal Of Food Sciences And Nutrition,2016,67:29-34,http://dx.doi.org/10.3109/09637486.2015.1121471
106,BONE,"['Wang L, Ma XY, Zhang Y, Feng YF, et al']",Repair of Segmental Bone Defect Using Totally Vitalized Tissue Engineered Bone Graft by a Combined Perfusion Seeding and Culture System,Plos One,2014, 9(4),http://dx.doi.org/10.1371/journal.pone.0094276
107,BONE,"['Munoz, S', 'Pavon, J', 'Rodriguez-Ortiz, JA', 'Civantos, A', 'Allain, JP', 'Torres, Y']","On the influence of space holder in the development of porous titanium implants: mechanical, computational and biological evaluation",Materials Characterization,2015,108:68-78,http://dx.doi.org/10.1016/j.matchar.2015.08.019
108,BONE,"['Hung, LW', 'Chao, CK', 'Huang, JR', 'Lin, J']","Screw head plugs increase the fatigue strength of stainless steel, but not of titanium, locking plates",Bone & Joint Research,2018,7:629-635,http://dx.doi.org/10.1302/2046-3758....R-2018-0083.R1
109,BONE,"['Fung CH, Cheung WH, Pounder NM, de Ana FJ, Harrison A and Leung KS']",Effects of different therapeutic ultrasound intensities on fracture healing in rats,Ultrasound in Medicine and Biology,2012,38(5):745-52,http://dx.doi.org/10.1016/j.ultrasmedbio.2012.01.022
110,BONE,"['Alsayednoor, J', 'Metcalf, L', 'Rochester, J', ""Dall'Ara, E"", 'McCloskey, E', 'Lacroix, D']",Comparison of hr-pqct- and microct-based finite element models for the estimation of the mechanical properties of the calcaneus trabecular bone,Biomechanics And Modeling In Mechanobiology,2018,17:1715-1730,http://dx.doi.org/10.1007/s10237-018-1051-6
111,BONE,"['Saul, D', 'Schilling, AF', 'Kosinsky, RL']",Intestinal inflammation and tumor burden as determinants for bone fragility in apc-driven tumorigenesis,Inflammatory Bowel Diseases,2018,24:2386-2393,http://dx.doi.org/10.1093/ibd/izy234
112,BONE,"['Mercuri EGF, Daniel AL, Machado RD and Hecke MB']",Application of a multi-scale mechanobiological model for bone remodeling,Journal of Medical Imaging and Health Informatics,2014,4(1):142-6,http://dx.doi.org/10.1166/jmihi.2014.1229
113,BONE,"['Daegling DJ, Granatosky MC, McGraw WS']",Ontogeny of Material Stiffness Heterogeneity in the Macaque Mandibular Corpus,American Journal of Physical Anthropology,2014, 153(2): 297-304,http://dx.doi.org/10.1002/ajpa.22432
114,BONE,"['Masarwi, M', 'Gabet, Y', 'Dolkart, O', 'Brosh, T', 'Shamir, R', 'Phillip, M', 'Gat-Yablonski, G']",Skeletal effect of casein and whey protein intake during catch-up growth in young male sprague-dawley rats,British Journal Of Nutrition,2016,116:59-69,http://dx.doi.org/10.1017/S0007114516001781
115,BONE,"['Garcia P, Herwerth S, Matthys R, Holstein JH, Histing T, Menger MD, et al']",The lockingmousenail-a new implant for standardized stable osteosynthesis in mice,Journal of Surgical Research,2011,169(2):220-6,http://dx.doi.org/10.1016/j.jss.2009.11.713
116,BONE,"['Bordinhon, M', 'Muller, SS', 'Silva, MDP']","Clinical, biomechanical and histological study on oophorectomy induced menopause",Acta Ortopedica Brasileira,2014,22:260-263,http://dx.doi.org/10.1590/1413-78522014220500420
117,BONE,"['Molenaars, RJ', 'Solomon, LB', 'Doornberg, JN']",Articular coronal fracture angle of posteromedial tibial plateau fragments: a computed tomography fracture mapping study,Injury-International Journal Of The Care Of The Injured,2019,50:489-496,http://dx.doi.org/10.1016/j.injury.2018.10.029
118,BONE,"['Yuan, GS', 'Hua, BX', 'Yang, Y', 'Xu, LR', 'Cai, TT', 'Sun, N', 'Yan, ZQ', 'Lu, C', 'Qian, RZ']",The circadian gene clock regulates bone formation via pdia3,Journal Of Bone And Mineral Research,2017,32:861-871,http://dx.doi.org/10.1002/jbmr.3046
119,BONE,"['Shu, C', 'Chen, KR', 'Lynch, M', 'Maher, JR', 'Awad, HA', 'Berger, AJ']",Spatially offset raman spectroscopy for in vivo bone strength prediction,Biomedical Optics Express,2018,9:4781-4791,http://dx.doi.org/10.1364/BOE.9.004781
120,BONE,"['Loundagin, LL', 'Schmidt, TA', 'Edwards, WB']",Mechanical fatigue of bovine cortical bone using ground reaction force waveforms in running,Journal Of Biomechanical Engineering-Transactions Of The Asme,2018,140:00:00,http://dx.doi.org/10.1115/1.4038288
121,BONE,"['Li, YF', 'He, S', 'Hua, YW', 'Hu, J']",Effect of osteoporosis on fixation of osseointegrated implants in rats,Journal Of Biomedical Materials Research Part B-Applied Biomaterials,2017,105:2426-2432,http://dx.doi.org/10.1002/jbm.b.33787
122,BONE,"['Tchanque-Fossuo CN, Monson LA, Farberg AS, Donneys A, Deshpande SS, Razdolsky ER, et al']",Dose-response effect of human equivalent radiation in the murine mandible: Part ii,A biomechanical assessment. Plastic and Reconstructive Surgery,2011,128(5):480E-7E,http://dx.doi.org/10.1097/PRS.0b013e31822b67ae
123,BONE,"['Zhang, LH', 'Miramini, S', 'Richardson, M', 'Mendis, P', 'Ebeling, P']",The role of impairment of mesenchymal stem cell function in osteoporotic bone fracture healing,Australasian Physical & Engineering Sciences In Medicine,2017,40:603-610,http://dx.doi.org/10.1007/s13246-017-0566-y
124,BONE,"['Neerinckx, B', 'Lories, R']","Mechanisms, impact and prevention of pathological bone regeneration in spondyloarthritis",Current Opinion In Rheumatology,2017,29:287-292,http://dx.doi.org/10.1097/BOR.0000000000000404
125,BONE,"['Stunes AK, Westbroek I, Gustafsson BI, Fossmark R, Waarsing JH, Eriksen EF, et al']","The peroxisome proliferator-activated receptor (ppar) alpha agonist fenofibrate maintains bone mass, while the ppar gamma agonist pioglitazone exaggerates bone loss, in ovariectomized rats",Bmc Endocrine Disorders,2011,11,http://dx.doi.org/1110.1186/1472-6823-11-11
126,BONE,"['Minematsu, A', 'Nishii, Y', 'Imagita, H', 'Takeshita, D', 'Sakata, S']",Whole-body vibration can attenuate the deterioration of bone mass and trabecular bone microstructure in rats with spinal cord injury,Spinal Cord,2016,54:597-603,http://dx.doi.org/10.1038/sc.2015.220
127,BONE,"['Innocenti, B', 'Fekete, G', 'Pianigiani, S']",Biomechanical analysis of augments in revision total knee arthroplasty,Journal Of Biomechanical Engineering-Transactions Of The Asme,2018,140:00:00,http://dx.doi.org/10.1115/1.4040966
128,BONE,"['Bai, B', 'Tang, MS', 'Ye, J', 'Chen, YS', 'Zeng, YJ']",Biomechanical study on the effects of varus and valgus deformities of the knee on the weight-bearing dome of acetabulum,Journal Of Mechanics In Medicine And Biology,2015,15:00,http://dx.doi.org/10.1142/S0219519415500566
129,BONE,"['Baldassarri M, Bonfante EA, Suzuki M, Marin C, Granato R, Tovar N, et al']",Mechanical properties of human bone surrounding plateau root form implants retrieved after 0,-24 years of function. Journal of Biomedical Materials Research Part B-Applied Biomaterials;100B(7),2015-21. http://dx.doi.org/10.1002/jbm.b.3278,2015-21,http://dx.doi.org/10.1002/jbm.b.32786
130,BONE,"['Ionova-Martin SS, Wade JM, Tang S, Shahnazari M, Ager JW, Lane NE, et al']",Changes in cortical bone response to high-fat diet from adolescence to adulthood in mice,Osteoporosis International,2011,22(8):2283-93,http://dx.doi.org/10.1007/s00198-010-1432-x
131,BONE,"['Sansalone, V', 'Gagliardi, D', 'Desceliers, C', 'Bousson, V', 'Laredo, JD', 'Peyrin, F', 'Haiat, G', 'Naili, S']",Stochastic multiscale modelling of cortical bone elasticity based on high-resolution imaging,Biomechanics And Modeling In Mechanobiology,2016,15:111-131,http://dx.doi.org/10.1007/s10237-015-0695-8
132,BONE,"['de Jong, JJA', 'Arts, JJ', 'Meyer, U', 'Willems, PC', 'Geusens, PP', 'van den Bergh, JPW', 'van Rietbergen, B']",Effect of a cast on short-term reproducibility and bone parameters obtained from hr-pqct measurements at the distal end of the radius,Journal Of Bone And Joint Surgery-American Volume,2016,578A:,356-362 http://dx.doi.org/10.2106/JBJS.O.00127. 
133,BONE,"['Pakdel, A', 'Fialkov, J', 'Whyne, CM']",High resolution bone material property assignment yields robust subject specific finite element models of complex thin bone structures,Journal Of Biomechanics,2016,49:1454-1460,http://dx.doi.org/10.1016/j.jbiomech.2016.03.015
134,BONE,"['Jade S, Tamvada KH, Strait DS, Grosse IR']",Finite element analysis of a femur to deconstruct the paradox of bone curvature,Journal of Theoretical Biology,2014, 341: 53-63,http://dx.doi.org/10.1016/j.jtbi.2013.09.012
135,BONE,"['Oftadeh, R', 'Perez-Viloria, M', 'Villa-Camacho, JC', 'Vaziri, A', 'Nazarian, A']",Biomechanics and mechanobiology of trabecular bone: a review,Journal Of Biomechanical Engineering-Transactions Of The Asme,2015,137:00:00,http://dx.doi.org/10.1115/1.4029176
136,BONE,"['Rodrigues, FL', 'de Abreu, LC', 'Valenti, VE', 'Valente, AL', 'Cestari, RDP', 'Pohl, PHI', 'Rodrigues, LMR']",Bone tissue repair in patients with open diaphyseal tibial fracture treated with biplanar external fixation or reamed locked intramedullary nailing,Injury-International Journal Of The Care Of The Injured,2014,45:83-5150-8351-53,
137,BONE,"['Histing, T', 'Heerschop, K', 'Klein, M', 'Scheuer, C', 'Stenger, D', 'Herath, SC', 'Pohlemann, T', 'Menger, MD']",Effect of stabilization on the healing process of femur fractures in aged mice,Journal Of Investigative Surgery,2016,29:202-208,http://dx.doi.org/10.3109/08941939.2015.1127448
138,BONE,"['Peacock, SJ', 'Coats, BR', 'Kirkland, JK', 'Tanner, CA', 'Garland, T', 'Middleton, KM']",Predicting the bending properties of long bones: insights from an experimental mouse model,American Journal Of Physical Anthropology,2018,165:457-470,http://dx.doi.org/10.1002/ajpa.23363
139,BONE,"['Lahens, B', 'Neiva, R', 'Tovar, N', 'Alifarag, AM', 'Jimbo, R', 'Bonfante, EA', 'Bowers, MM', 'Cuppini, M', 'Freitas, H', 'Witek, L', 'Coelho, PG']",Biomechanical and histologic basis of osseodensification drilling for endosteal implant placement in low density bone,an experimental study in sheep. Journal Of The Mechanical Behavior Of Biomedical Materials,2016,63:56-65,http://dx.doi.org/10.1016/j.jmbbm.2016.06.007
140,BONE,"['Lenich A, Bachmeier S, Prantl L, Nerlich M, Hammer J, Mayr E, et al']",Is the rotation of the femural head a potential initiation for cutting out? A theoretical and experimental approach,Bmc Musculoskeletal Disorders,2011,12,http://dx.doi.org/7910.1186/1471-2474-12-79
141,BONE,"['Yoshino, O', 'Brady, J', 'Young, K', 'Hardy, B', 'Matthys, R', 'Buxton, T', 'Appleyard, R', 'Tomka, J', 'Dabirrahmani, D', 'Woodford, P', 'Fadia, M', 'Steck, R', 'Quail, A', 'Richards, RG', 'Balogh, ZJ']",Reamed locked intramedullary nailing for studying femur fracture and its complications,European Cells & Materials,2017,34:99-107,http://dx.doi.org/10.22203/eCM.v034a07
142,BONE,"['Sintini, I', 'Burton, WS', 'Sade, P', 'Chavarria, JM', 'Laz, PJ']",Investigating gender and ethnicity differences in proximal humeral morphology using a statistical shape model,Journal Of Orthopaedic Research,2018,36:3043-3052,http://dx.doi.org/10.1002/jor.24070
143,BONE,"['Suska F, Omar O, Emanuelsson L, Taylor M, Gruner P, Kinbrum A, et al']",Enhancement of crf-peek osseointegration by plasma-sprayed hydroxyapatite: A rabbit model,Journal of Biomaterials Applications;29(2):234-42. http://dx.doi.org/10.1177/08853282145216,,,
144,BONE,"['Saul, D', 'Weber, M', 'Zimmermann, MH', 'Kosinsky, RL', 'Hoffmann, DB', 'Menger, B', 'Taudien, S', 'Lehmann, W', 'Komrakova, M', 'Sehmisch, S']",Effect of the lipoxygenase inhibitor baicalein on bone tissue and bone healing in ovariectomized rats,Nutrition & Metabolism,2019,16:00,http://dx.doi.org/10.1186/s12986-018-0327-2
145,BONE,"['Yamagami Y, Mashiba T, Iwata K, Tanaka M, Nozaki K and Yamamoto T']","Effects of minodronic acid and alendronate on bone remodeling, microdamage accumulation, degree of mineralization and bone mechanical properties in ovariectomized cynomolgus monkeys",Bone,2013,54(1):1-7,http://dx.doi.org/10.1016/j.bone.2013.01.016
146,BONE,"['Johnson MR, Boerckel JD, Dupont KM and Guldberg RE']",Functional restoration of critically sized segmental defects with bone morphogenetic protein-2 and heparin treatment,Clinical Orthopaedics and Related Research,2011,469(11):3111-7,http://dx.doi.org/10.1007/s11999-011-2012-x
147,BONE,"['Li, YF', 'Li, R', 'Hu, J', 'Song, DH', 'Jiang, XW', 'Zhu, SS']",Recombinant human bone morphogenetic protein-2 suspended in fibrin glue enhances bone formation during distraction osteogenesis in rabbits,Archives Of Medical Science,2016,12:494-501,http://dx.doi.org/10.5114/aoms.2016.59922
148,BONE,"['Morasiewicz, P', 'Urbanski, W', 'Kulej, M', 'Dragan, SL', 'Dragan, SF', 'Pawik, L']",Balance and lower limb loads distribution after ilizarov corticotomy,Injury-International Journal Of The Care Of The Injured,2018,49:860-865,http://dx.doi.org/10.1016/j.injury.2018.03.016
149,BONE,"['Pennypacker B, Chen CM, Zhuo Y, Scott KR, Pickarski M, Samadfam R, et al']",Effects of odanacatib compared to alendronate on bone remodeling and biomechanical properties of the lumbar spine in estrogen-deficient rhesus monkeys,Bone;50:S159-S. http://dx.doi.org/10.1016/j.bone,2012.02.49,2012,2.497
150,BONE,"['Aslam MN, Bergin I, Jepsen K, Kreider JM, Graf KH, Naik M, et al']",Preservation of bone structure and function by lithothamnion sp,Derived minerals. Biological Trace Element Research,2013,156(1-3):210-20,http://dx.doi.org/10.1007/s12011-013-9820-7
