number,topic,authors,title,journal,year,vol_issue,doi
656,GAIT/LOCOMOTION,"['Duncan, SJ', 'Gosling, A', 'Panchuk, D', 'Polman, RCJ']",Validation of a multidirectional locomotive dual-task paradigm to evaluate task-related differences in event-related electro-cortical activity,Behavioural Brain Research,2019,361:122-130,http://dx.doi.org/10.1016/j.bbr.2018.12.039
657,GAIT/LOCOMOTION,"['Sepp, LA', 'Baum, BS', 'Nelson-Wong, E', 'Silverman, AK']",Dynamic balance during running using running-specific prostheses,Journal Of Biomechanics,2019,84:36-45,http://dx.doi.org/10.1016/j.jbiomech.2018.12.016
658,GAIT/LOCOMOTION,"['Wei, F', 'Crechiolo, A', 'Haut, RC']",Prediction of ground reaction forces in level and incline/decline walking from a multistage analysis of plantar pressure data,Journal Of Biomechanics,2019,84:46-51,http://dx.doi.org/10.1016/j.jbiomech.2018.12.015
659,GAIT/LOCOMOTION,"['Hobara, H', 'Sakata, H', 'Hashizume, S', 'Kobayashi, Y']",Leg stiffness in unilateral transfemoral amputees across a range of running speeds,Journal Of Biomechanics,2019,84:67-72,http://dx.doi.org/10.1016/j.jbiomech.2018.12.014
660,GAIT/LOCOMOTION,"['Vitali, RV', 'Cain, SM', 'Davidson, SP', 'Perkins, NC']",Human crawling performance and technique revealed by inertial measurement units,Journal Of Biomechanics,2019,84:121-128,http://dx.doi.org/10.1016/j.jbiomech.2018.12.030
661,GAIT/LOCOMOTION,"['Paraschiv-Ionescu, A', 'Newman, CJ', 'Carcreff, L', 'Gerber, CN', 'Armand, S', 'Aminian, K']","Locomotion and cadence detection using a single trunk-fixed accelerometer: validity for children with cerebral palsy in daily life-like conditions (vol 16, pg 24, 2019)",Journal Of Neuroengineering And Rehabilitation,2019,16:00,http://dx.doi.org/10.1186/s12984-019-0498-8
662,GAIT/LOCOMOTION,"['Coraci, D', 'Loreti, C', 'Giovannini, S', 'Mangone, M', 'Bernetti, A', 'Padua, L']",Beyond the gait: a useful approach in assessing motor performance in old people,Aging Clinical And Experimental Research,2019,31:291-292,http://dx.doi.org/10.1007/s40520-018-1103-x
663,GAIT/LOCOMOTION,"['Figueroa, R', 'Barnett, L', 'Estevan, I', 'Wiley, AR']",How well can family childcare providers report on preschoolers' motor skill competence?,Child & Youth Care Forum,2019,48:19-28,http://dx.doi.org/10.1007/s10566-018-9470-1
664,GAIT/LOCOMOTION,"['Paramanandam, V', 'Lizarraga, KJ', 'Soh, D', 'Algarni, M', 'Rohani, M', 'Fasano, A']",Unusual gait disorders: a phenomenological approach and classification,Expert Review Of Neurotherapeutics,2019,19:119-132,http://dx.doi.org/10.1080/14737175.2019.1562337
665,GAIT/LOCOMOTION,"['Di Scala, G', 'Dupuy, M', 'Guillaud, E', 'Doat, E', 'Barse, E', 'Dillhareguy, B', 'Jean, FAM', 'Audiffren, M', 'Cazalets, JR', 'Chanraud, S']",Efficiency of sensorimotor networks: posture and gait in young and older adults,Experimental Aging Research,2019,45:41-56,http://dx.doi.org/10.1080/0361073X.2018.1560108
666,GAIT/LOCOMOTION,"['Bonanno, DR', 'Ledchumanasarma, K', 'Landorf, KB', 'Munteanu, SE', 'Murley, GS', 'Menz, HB']",Effects of a contoured foot orthosis and flat insole on plantar pressure and tibial acceleration while walking in defence boots,Scientific Reports,2019,9:00,http://dx.doi.org/10.1038/s41598-018-35830-5
667,GAIT/LOCOMOTION,"['Samaan, MA', 'Zhang, AL', 'Popovic, T', 'Pedoia, V', 'Majumdar, S', 'Souza, RB']",Hip joint muscle forces during gait in patients with femoroacetabular impingement syndrome are associated with patient reported outcomes and cartilage composition,Journal Of Biomechanics,2019,84:138-146,http://dx.doi.org/10.1016/j.jbiomech.2018.12.026
668,GAIT/LOCOMOTION,"['Azocar, AF', 'Shorter, AL', 'Rouse, EJ']",Damping perception during active ankle and knee movement,Ieee Transactions On Neural Systems And Rehabilitation Engineering,2019,27:198-206,http://dx.doi.org/10.1109/TNSRE.2019.2894156
669,GAIT/LOCOMOTION,"['George, CJ', 'Verghese, J', 'Izzetoglu, M', 'Wang, CL', 'Holtzer, R']",The effect of polypharmacy on prefrontal cortex activation during single and dual task walking in community dwelling older adults,Pharmacological Research,2019,139:113-119,http://dx.doi.org/10.1016/j.phrs.2018.11.007
670,ANIMAL LOCOMOTION,"['Hoover, AP', 'Porras, AJ', 'Miller, LA']",Pump or coast: the role of resonance and passive energy recapture in medusan swimming performance,Journal Of Fluid Mechanics,2019,863:1031-1061,http://dx.doi.org/10.1017/jfm.2018.1007
671,ANIMAL LOCOMOTION,"['Basu, CK', 'Deacon, F', 'Hutchinson, JR', 'Wilson, AM']","The running kinematics of free-roaming giraffes, measured using a low cost unmanned aerial vehicle (uav )",Peerj,2019,7:00,http://dx.doi.org/10.7717/peerj.6312
672,ANIMAL LOCOMOTION,"['Knebel, D', 'Rillich, J', 'Nadler, L', 'Pfluger, HJ', 'Ayali, A']",The functional connectivity between the locust leg pattern generators and the subesophageal ganglion higher motor center,Neuroscience Letters,2019,692:77-82,http://dx.doi.org/10.1016/j.neulet.2018.10.060
673,ANIMAL LOCOMOTION,"['Bressman, NR', 'Gibb, AC', 'Farina, SC']","A walking behavior generates functional overland movements in the tidepool sculpin, oligocottus maculosus",Zoology,2018,131:20-28,http://dx.doi.org/10.1016/j.zool.2018.10.003
674,ANIMAL LOCOMOTION,"['Fox, CH', 'Gibb, AC', 'Summers, AP', 'Bemis, WE']","Benthic walking, bounding, and maneuvering in flatfishes (pleuronectiformes: pleuronectidae): new vertebrate gaits",Zoology,2018,130:19-29,http://dx.doi.org/10.1016/j.zool.2018.07.002
675,HAND/FINGER/FOOT/TOE,"['Cifuentes-De la Portilla, C', 'Larrainzar-Garijo, R', 'Bayod, J']",Analysis of the main passive soft tissues associated with adult acquired flatfoot deformity development: a computational modeling approach,Journal Of Biomechanics,2019,84:183-190,http://dx.doi.org/10.1016/j.jbiomech.2018.12.047
676,JOINT/CARTILAGE,"['Bernardini, G', 'Leone, G', 'Millucci, L', 'Consumi, M', 'Braconi, D', 'Spiga, O', 'Galderisi, S', 'Marzocchi, B', 'Viti, C', 'Giorgetti, G', 'Lupetti, P', 'Magnani, A', 'Santucci, A']",Homogentisic acid induces morphological and mechanical aberration of ochronotic cartilage in alkaptonuria,Journal Of Cellular Physiology,2019,234:6696-6708,http://dx.doi.org/10.1002/jcp.27416
677,JOINT/CARTILAGE,"['Hammer, N', 'Scholze, M', 'Kibsgard, T', 'Klima, S', 'Schleifenbaum, S', 'Seidel, T', 'Werner, M', 'Grunert, R']",Physiological in vitro sacroiliac joint motion: a study on three-dimensional posterior pelvic ring kinematics,Journal Of Anatomy,2019,234:346-358,http://dx.doi.org/10.1111/joa.12924
678,JOINT/CARTILAGE,"['Shriram, D', 'Yamako, G', 'Chosa, E', 'Lee, YHD', 'Subburaj, K']",Effects of a valgus unloader brace in the medial meniscectomized knee joint: a biomechanical study,Journal Of Orthopaedic Surgery And Research,2019,14:00,http://dx.doi.org/10.1186/s13018-019-1085-1
679,JOINT/CARTILAGE,"['Thiele, J', 'Schollig, C', 'Bellmann, M', 'Kraft, M']",Designs and performance of three new microprocessor-controlled knee joints,Biomedical Engineering-Biomedizinische Technik,2019,64:119-126,http://dx.doi.org/10.1515/bmt-2017-0053
680,JOINT/CARTILAGE,"['Junge, T', 'Henriksen, P', 'Hansen, S', 'Ostengaard, L', 'Golightly, YM', 'Juul-Kristensen, B']","Generalised joint hypermobility and knee joint hypermobility: prevalence, knee joint symptoms and health-related quality of life in a danish adult population",International Journal Of Rheumatic Diseases,2019,22:288-296,http://dx.doi.org/10.1111/1756-185X.13205
681,JOINT/CARTILAGE,"['Willinger, L', 'Foehr, P', 'Achtnich, A', 'Forkel, P', 'Voss, A', 'Liska, F', 'Lacheta, L', 'Imhoff, AB', 'Burgkart, R']",Effect of lower limb alignment in medial meniscus-deficient knees on tibiofemoral contact pressure,Orthopaedic Journal Of Sports Medicine,2019,7:00,http://dx.doi.org/10.1177/2325967118824611
682,METHODS,"['Ramadan, A', 'Choi, J', 'Cholewicki, J', 'Reeves, NP', 'Popovich, JM', 'Radcliffe, CJ']",Feasibility of incorporating test-retest reliability and model diversity in identification of key neuromuscular pathways during head position tracking,Ieee Transactions On Neural Systems And Rehabilitation Engineering,2019,27:275-282,http://dx.doi.org/10.1109/TNSRE.2019.2891525
683,METHODS,"['Mehrizi, R', 'Peng, X', 'Xu, X', 'Zhang, ST', 'Li, K']",A deep neural network-based method for estimation of 3d lifting motions,Journal Of Biomechanics,2019,84:87-93,http://dx.doi.org/10.1016/j.jbiomech.2018.12.022
684,METHODS,"['Ranger, BJ', 'Feigin, M', 'Zhang, X', 'Moerman, KM', 'Herr, H', 'Anthony, BW']",3d ultrasound imaging of residual limbs with camera-based motion compensation,Ieee Transactions On Neural Systems And Rehabilitation Engineering,2019,27:207-217,http://dx.doi.org/10.1109/TNSRE.2019.2894159
685,MODELING,"['Matsiushevich, K', 'Belvedere, C', 'Leardini, A', 'Durante, S']",Quantitative comparison of freeware software for bone mesh from dicom files,Journal Of Biomechanics,2019,84:247-251,http://dx.doi.org/10.1016/j.jbiomech.2018.12.031
686,MODELING,"['Shih, KS', 'Truong, TA', 'Hsu, CC', 'Hou, SM']",Biomechanical investigation of different surgical strategies for the treatment of rib fractures using a three-dimensional human respiratory model,Biomedical Engineering-Biomedizinische Technik,2019,64:93-102,http://dx.doi.org/10.1515/bmt-2017-0072
687,MODELING,"['Schlager, B', 'Niemeyer, F', 'Liebsch, C', 'Galbusera, F', 'Boettinger, J', 'Vogele, D', 'Wilke, HJ']",Influence of morphology and material properties on the range of motion of the costovertebral joint - a probabilistic finite element analysis,Computer Methods In Biomechanics And Biomedical Engineering,2018,21:731-739,http://dx.doi.org/10.1080/10255842.2018.1516762
688,MODELING,"['Liu, L', 'Siebenrock, K', 'Nolte, LP', 'Zheng, GY']",Biomechanical optimization-based planning of periacetabular osteotomy,Intelligent Orthopaedics: Artificial Intelligence And Smart Image-Guided Technology For Orthopaedics,2018,1093:157-168,http://dx.doi.org/10.1007/978-981-13-1396-7_13
689,MODELING,"['Naranjo-Perez, J', 'Riveiro, M', 'Callejas, A', 'Rus, G', 'Melchor, J']",Nonlinear torsional wave propagation in cylindrical coordinates to assess biomechanical parameters,Journal Of Sound And Vibration,2019,445:103-116,http://dx.doi.org/10.1016/j.jsv.2019.01.012
690,MODELING,"['Dabbaghchian, S', 'Arnela, M', 'Engwall, O', 'Guasch, O']",Reconstruction of vocal tract geometries from biomechanical simulations,International Journal For Numerical Methods In Biomedical Engineering,2019,35:00:00,http://dx.doi.org/10.1002/cnm.3159
691,MODELING,"['Navacchia, A', 'Hume, DR', 'Rullkoetter, PJ', 'Shelburne, KB']",A computationally efficient strategy to estimate muscle forces in a finite element musculoskeletal model of the lower limb,Journal Of Biomechanics,2019,84:94-102,http://dx.doi.org/10.1016/j.jbiomech.2018.12.020
692,MODELING,"['Eskandari, AH', 'Arjmand, N', 'Shirazi-Adl, A', 'Farahmand, F']",Hypersensitivity of trunk biomechanical model predictions to errors in image-based kinematics when using fully displacement-control techniques,Journal Of Biomechanics,2019,84:161-171,http://dx.doi.org/10.1016/j.jbiomech.2018.12.043
693,MODELING,"['Schlager, B', 'Niemeyer, F', 'Galbusera, F', 'Volkheimer, D', 'Jonas, R', 'Wilke, HJ']",Uncertainty analysis of material properties and morphology parameters in numerical models regarding the motion of lumbar vertebral segments,Computer Methods In Biomechanics And Biomedical Engineering,2018,21:673-683,http://dx.doi.org/10.1080/10255842.2018.1508571
694,MODELING,"['Hernandez, V', 'Rezzoug, N', 'Gorce, P', 'Venture, G']",Force feasible set prediction with artificial neural network and musculoskeletal model,Computer Methods In Biomechanics And Biomedical Engineering,2018,21:740-749,http://dx.doi.org/10.1080/10255842.2018.1516763
695,MODELING,"['Samadi-Dooki, A', 'Voyiadjis, GZ']",A fully nonlinear viscohyperelastic model for the brain tissue applicable to dynamic rates,Journal Of Biomechanics,2019,84:211-217,http://dx.doi.org/10.1016/j.jbiomech.2019.01.007
696,MUSCLE,"['Sui, TT', 'Liu, D', 'Liu, TJ', 'Deng, JC', 'Chen, M', 'Xu, YY', 'Song, YN', 'Ouyang, HS', 'Lai, LX', 'Li, ZJ']",Lmna-mutated rabbits: a model of premature aging syndrome with muscular dystrophy and dilated cardiomyopathy,Aging And Disease,2019,10:102-115,http://dx.doi.org/10.14336/AD.2018.0209
697,MUSCLE,"['Murphy, KT', 'Hossain, MI', 'Swiderski, K', 'Chee, A', 'Naim, T', 'Trieu, J', 'Haynes, V', 'Read, SJ', 'Stapleton, DI', 'Judge, SM', 'Trevino, JG', 'Judge, AR', 'Lynch, GS']",Mas receptor activation slows tumor growth and attenuates muscle wasting in cancer,Cancer Research,2019,79:706-719,http://dx.doi.org/10.1158/0008-5472.CAN-18-1207
698,NEURAL,"['Konig, AB', 'Ciriachi, C', 'Gether, U', 'Rickhag, M']",Chemogenetic targeting of dorsomedial direct-pathway striatal projection neurons selectively elicits rotational behavior in mice,Neuroscience,2019,401:106-116,http://dx.doi.org/10.1016/j.neuroscience.2019.01.013
699,NEURAL,"['Gratsch, S', 'Auclair, F', 'Demers, O', 'Auguste, E', 'Hanna, A', 'Buschges, A', 'Dubuc, R']",A brainstem neural substrate for stopping locomotion,Journal Of Neuroscience,2019,39:1044-1057,http://dx.doi.org/10.1523/JNEUROSCI.1992-18.2018
700,NEURAL,"['Forman, DA', 'Monks, M', 'Power, KE']","Corticospinal excitability, assessed through stimulus response curves, is phase-, task-, and muscle-dependent during arm cycling",Neuroscience Letters,2019,692:100-106,http://dx.doi.org/10.1016/j.neulet.2018.11.003
701,NEURAL,"['Li, WC', 'Soffe, SR']","Stimulation of single, possible chx10 hindbrain neurons turns swimming on and off in young xenopus tadpoles",Frontiers In Cellular Neuroscience,2019,13:00,http://dx.doi.org/10.3389/fncel.2019.00047
702,NEURAL,"['Thapliyal, S', 'Babu, K']",C,elegans locomotion: finding balance in imbalance. Biochemical And Biophysical Roles Of Cell Surface Molecules,2018,1112:185-196,http://dx.doi.org/10.1007/978-981-13-3065-0_14
703,NEURAL,"['Sakayori, N', 'Kato, S', 'Sugawara, M', 'Setogawa, S', 'Fukushima, H', 'Ishikawa, R', 'Kida, S', 'Kobayashi, K']",Motor skills mediated through cerebellothalamic tracts projecting to the central lateral nucleus,Molecular Brain,2019,12:00,http://dx.doi.org/10.1186/s13041-019-0431-x
704,ORTHOPAEDICS/SPINE,"['Shasti, M', 'Koenig, SJ', 'Nash, AB', 'Bahrami, S', 'Jauregui, JJ', ""O'Hara, NN"", 'Jazini, E', 'Gelb, DE', 'Ludwig, SC']",Biomechanical evaluation of lumbar lateral interbody fusion for the treatment of adjacent segment disease,Spine Journal,2019,19:545-551,http://dx.doi.org/10.1016/j.spinee.2018.09.002
705,ORTHOPAEDICS/SURGERY,"['Petersen, W', 'Ellermann, A', 'Henning, J', 'Nehrer, S', 'Rembitzki, IV', 'Fritz, J', 'Becher, C', 'Albasini, A', 'Zinser, W', 'Laute, V', 'Ruhnau, K', 'Stinus, H', 'Liebau, C']",Non-operative treatment of unicompartmental osteoarthritis of the knee: a prospective randomized trial with two different bracesankle-foot orthosis versus knee unloader brace,Archives Of Orthopaedic And Trauma Surgery,2019,139:155-166,http://dx.doi.org/10.1007/s00402-018-3040-8
706,ORTHOPAEDICS/SURGERY,"['Armand, M', 'Grupp, R', 'Murphy, R', 'Hegman, R', 'Armiger, R', 'Taylor, R', 'McArthur, B', 'Lepisto, J']",Biomechanical guidance system for periacetabular osteotomy,Intelligent Orthopaedics: Artificial Intelligence And Smart Image-Guided Technology For Orthopaedics,2018,1093:169-179,http://dx.doi.org/10.1007/978-981-13-1396-7_14
707,ORTHOPAEDICS/SURGERY,"['Yildiz, F', 'Bilsel, K', 'Pulatkan, A', 'Kapicioglu, M', 'Uzer, G', 'Cetindamar, T', 'Sonmez, C', 'Bozdag, E', 'Sunbuloglu, E']",Comparison of two different superior capsule reconstruction methods in the treatment of chronic irreparable rotator cuff tears: a biomechanical and histologic study in rabbit models,Journal Of Shoulder And Elbow Surgery,2019,28:530-538,http://dx.doi.org/10.1016/j.jse.2018.08.022
708,ORTHOPAEDICS/SURGERY,"['Rajnish, RK', 'Haq, RU', 'Aggarwal, AN', 'Verma, N', 'Pandey, R', 'Bhayana, H']","Four screws diamond configuration fixation for displaced, comminuted intracapsular fracture neck femur in young adults",Indian Journal Of Orthopaedics,2019,53:70-76,http://dx.doi.org/10.4103/ortho.IJOrtho_333_17
709,ORTHOPAEDICS/SURGERY,"['Yucens, M', 'Alemdaroglu, KB', 'Ozmeric, A', 'Iltar, S', 'Yildirim, AO', 'Aydogan, NH']",A comparative biomechanical analysis of suprapectineal and infrapectineal fixation on acetabular anterior column fracture by finite element modeling,Turkish Journal Of Medical Sciences,2019,49:442-448,http://dx.doi.org/10.3906/sag-1806-72
710,ORTHOPAEDICS/SURGERY,"['Gupton, M', 'Johnson, JE']",Surgical treatment of pectoralis major muscle ruptures: a systematic review and meta-analysis,Orthopaedic Journal Of Sports Medicine,2019,7:00,http://dx.doi.org/10.1177/2325967118824551
711,ORTHOPAEDICS/SURGERY,"['Huang, MT', 'Juan, PK', 'Chen, SY', 'Wu, CJ', 'Wen, SC', 'Cho, YC', 'Huang, MS', 'Chou, HH', 'Ou, KL']",The potential of the three-dimensional printed titanium mesh implant for cranioplasty surgery applications: biomechanical behaviors and surface properties,Materials Science & Engineering C-Materials For Biological Applications,2019,97:412-419,http://dx.doi.org/10.1016/j.msec.2018.11.075
712,ORTHOPAEDICS/SURGERY,"['McCrum, CL', 'Alluri, RK', 'Batech, M', 'Mirzayan, R']","Complications of biceps tenodesis based on location, fixation, and indication: a review of 1526 shoulders",Journal Of Shoulder And Elbow Surgery,2019,28:461-469,http://dx.doi.org/10.1016/j.jse.2018.09.005
713,ORTHOPAEDICS/SURGERY,"['Holzer, LA', 'Scholler, G', 'Wagner, S', 'Friesenbichler, J', 'Maurer-Ertl, W', 'Leithner, A']",The accuracy of digital templating in uncemented total hip arthroplasty,Archives Of Orthopaedic And Trauma Surgery,2019,139:263-268,http://dx.doi.org/10.1007/s00402-018-3080-0
714,ORTHOPAEDICS/SURGERY,"['Takao, M', 'Hamada, H', 'Sakai, T', 'Sugano, N']",Clinical application of navigation in the surgical treatment of a pelvic ring injury and acetabular fracture,Intelligent Orthopaedics: Artificial Intelligence And Smart Image-Guided Technology For Orthopaedics,2018,1093:289-305,http://dx.doi.org/10.1007/978-981-13-1396-7_22
715,POSTURE/BALANCE,"['Ailneni, RC', 'Syamala, KR', 'Kim, IS', 'Hwang, JJ']",Influence of the wearable posture correction sensor on head and neck posture:sitting and standing workstations,Work-A Journal Of Prevention Assessment & Rehabilitation,2019,62:27-35,http://dx.doi.org/10.3233/WOR-162839
